ALBU_HUMAN	9606.ENSP00000295897	100	0.0	1227
HBB_HUMAN	9606.ENSP00000494175	100	3.00e-105	304
HBA_HUMAN	9606.ENSP00000251595	100	3.04e-98	286
MYP0_HUMAN	29088.A0A2Y9GHU0	93.3	2.40e-190	533
VIME_HUMAN	9606.ENSP00000446007	100	1.03e-301	828
TRFE_HUMAN	9606.ENSP00000385834	100	0.0	1474
IGHG1_HUMAN	9601.ENSPPYP00000007070	97.0	6.58e-286	783
AHNK_HUMAN	9606.ENSP00000367263	100	0.0	6657
CO6A3_HUMAN	9606.ENSP00000295550	100	0.0	5185
MYP2_HUMAN	9606.ENSP00000256103	100	5.62e-87	257
APOA1_HUMAN	9606.ENSP00000236850	100	1.16e-65	213
DEF1_HUMAN	9606.ENSP00000372136	100	2.24e-48	156
CO3_HUMAN	9606.ENSP00000245907	100	0.0	3280
HBD_HUMAN	9606.ENSP00000494708	100	1.74e-104	302
A0A669KBF1_HUMAN	9601.ENSPPYP00000011183	96.8	0.0	1925
FLNA_HUMAN	9606.ENSP00000358866	100	0.0	5282
A2MG_HUMAN	9606.ENSP00000323929	100	0.0	2830
CAH1_HUMAN	9606.ENSP00000430656	100	6.97e-192	533
LUM_HUMAN	9606.ENSP00000266718	100	1.61e-247	680
NFM_HUMAN	9606.ENSP00000221166	100	0.0	1040
MBP_HUMAN	9593.ENSGGOP00000035916	100	4.59e-214	592
PGS2_HUMAN	9606.ENSP00000052754	100	5.94e-224	622
ACTBL_HUMAN	9606.ENSP00000416706	100	5.49e-281	768
HPT_HUMAN	9606.ENSP00000348170	100	2.63e-316	860
G3P_HUMAN	9606.ENSP00000380070	100	2.88e-244	671
PRELP_HUMAN	9606.ENSP00000343924	100	7.75e-220	613
FIBA_HUMAN	9606.ENSP00000498441	100	0.0	1508
TAGL_HUMAN	9606.ENSP00000376678	100	9.60e-142	401
FIBG_HUMAN	9606.ENSP00000336829	100	0.0	935
LMNA_HUMAN	9606.ENSP00000357283	100	0.0	1036
H4_HUMAN	8364.ENSXETP00000003471	100	5.87e-64	196
PLEC_HUMAN	9606.ENSP00000323856	100	0.0	5469
PRDX2_HUMAN	61622.ENSRROP00000022319	100	5.59e-144	406
FIBB_HUMAN	9606.ENSP00000306099	100	0.0	1014
V9GYM3_HUMAN	9593.ENSGGOP00000031634	98.5	1.81e-88	261
APOD_HUMAN	9606.ENSP00000345179	100	2.04e-137	389
A0A2R8YEA7_HUMAN	30538.ENSVPAP00000008805	100	1.12e-107	314
IGHG2_HUMAN	9601.ENSPPYP00000007070	92.2	1.26e-266	734
I3L4N8_HUMAN	9089.ENSCPIP00010002291	93.6	2.61e-254	699
SPTN1_HUMAN	60711.ENSCSAP00000010407	99.8	0.0	4645
MYH9_HUMAN	9606.ENSP00000216181	100	0.0	2028
CO6A2_HUMAN	9606.ENSP00000300527	100	0.0	1320
GELS_HUMAN	9606.ENSP00000362924	100	0.0	1568
ANXA2_HUMAN	9601.ENSPPYP00000007399	100	1.47e-239	660
PERM_HUMAN	9606.ENSP00000225275	100	0.0	1513
CO6A1_HUMAN	9606.ENSP00000355180	100	0.0	1317
NFL_HUMAN	9606.ENSP00000482169	100	7.28e-276	769
S10A6_HUMAN	61622.ENSRROP00000001242	100	2.29e-55	174
HEMO_HUMAN	9606.ENSP00000265983	100	0.0	990
A1AG1_HUMAN	9606.ENSP00000259396	100	3.35e-142	402
SPTB2_HUMAN	9606.ENSP00000349259	100	0.0	4464
MYH11_HUMAN	9606.ENSP00000379616	99.6	0.0	2066
FLNB_HUMAN	9606.ENSP00000420213	100	0.0	5319
A1AT_HUMAN	9606.ENSP00000416066	100	1.48e-304	831
FINC_HUMAN	9606.ENSP00000346839	96.3	0.0	4362
ACTN4_HUMAN	591936.ENSPTEP00000001811	100	0.0	1807
TLN1_HUMAN	9606.ENSP00000316029	100	0.0	4456
IGHA1_HUMAN	9601.ENSPPYP00000007056	85.3	3.94e-214	597
VINC_HUMAN	9606.ENSP00000211998	100	0.0	2078
LEG1_HUMAN	9606.ENSP00000215909	100	4.23e-97	283
PERI_HUMAN	9606.ENSP00000257860	100	1.54e-305	838
ANXA1_HUMAN	9606.ENSP00000366109	100	2.65e-241	665
A0A804F6T5_HUMAN;A0A804F729_HUMAN	9606.ENSP00000320171	100	0.0	1040
ASPN_HUMAN	9606.ENSP00000364694	100	1.92e-212	595
APOB_HUMAN	9606.ENSP00000233242	100	0.0	8473
ENOA_HUMAN	9598.ENSPTRP00000000207	100	1.97e-315	860
S10A9_HUMAN	9606.ENSP00000357727	100	1.72e-77	231
TPM3_HUMAN	9601.ENSPPYP00000000920	100	1.01e-27	114
IGHM_HUMAN	9565.ENSTGEP00000016233	89.9	1.50e-298	824
ALDOA_HUMAN	9601.ENSPPYP00000024596	99.7	5.13e-264	724
CATA_HUMAN	9606.ENSP00000241052	100	0.0	1096
ANXA5_HUMAN	9606.ENSP00000296511	100	2.29e-222	615
A0A1C7CYX9_HUMAN	9606.ENSP00000427985	100	0.0	1351
B3AT_HUMAN	9606.ENSP00000262418	100	0.0	1743
TPM2_HUMAN	9544.ENSMMUP00000021441	100	3.78e-12	74.3
IGLL5_HUMAN	9606.ENSP00000431254	100	2.96e-156	439
SPTA1_HUMAN	9606.ENSP00000495214	100	0.0	4635
H2B2E_HUMAN	9940.ENSOARP00000014083	100	8.46e-77	231
PPIA_HUMAN	61622.ENSRROP00000003914	100	9.69e-122	347
TBB3_HUMAN	391180.A0A2Y9KCL6	100	0.0	903
NFH_HUMAN	9606.ENSP00000311997	100	2.97e-288	838
VTDB_HUMAN	9606.ENSP00000421725	100	0.0	962
CRYAB_HUMAN	9606.ENSP00000433560	100	1.07e-123	353
HNRPD_HUMAN	61622.ENSRROP00000002998	100	3.78e-188	531
IGKC_HUMAN	9601.ENSPPYP00000013599	88.7	1.73e-60	188
TPIS_HUMAN	9606.ENSP00000229270	100	4.83e-179	501
APOA4_HUMAN	9606.ENSP00000350425	100	5.41e-129	384
S10A8_HUMAN	9606.ENSP00000357721	100	1.11e-61	190
POTEF_HUMAN	9606.ENSP00000386786	100	0.0	1606
TPM1_HUMAN	106734.ENSCABP00000005218	100	4.38e-19	92.8
PGK1_HUMAN	9606.ENSP00000362413	100	9.21e-303	826
SPTB1_HUMAN	9606.ENSP00000495909	100	0.0	4073
A0A994J5B1_HUMAN	9544.ENSMMUP00000010192	93.0	0.0	1814
IGHA2_HUMAN	9544.ENSMMUP00000080671	85.3	3.93e-246	681
HSP7C_HUMAN	391180.A0A2Y9K4R2	100	0.0	1219
FBN1_HUMAN	9606.ENSP00000325527	100	0.0	3322
PRDX1_HUMAN	9606.ENSP00000262746	100	8.93e-146	411
FETUA_HUMAN	9606.ENSP00000273784	99.7	3.24e-271	742
TRFL_HUMAN	9606.ENSP00000231751	100	0.0	1466
CERU_HUMAN	9606.ENSP00000264613	100	0.0	2220
MOES_HUMAN	1328070.ENSPSMP00000024950	98.4	0.0	937
S100B_HUMAN	246437.L8YFQ5	100	1.65e-58	182
CN37_HUMAN	9606.ENSP00000377470	100	2.03e-308	841
PRDX6_HUMAN	9606.ENSP00000342026	100	1.03e-161	453
A0A8Q3SIA1_HUMAN	9606.ENSP00000356399	99.6	0.0	2618
EHD2_HUMAN	9606.ENSP00000263277	100	0.0	1084
ADH1B_HUMAN	9606.ENSP00000306606	100	1.90e-276	756
TBB4A_HUMAN	51154.ENSCWAP00000010983	100	0.0	892
COEA1_HUMAN	9606.ENSP00000297848	100	0.0	3019
ELNE_HUMAN	9606.ENSP00000466090	100	2.34e-193	537
1433E_HUMAN	9089.ENSCPIP00010004773	100	3.68e-175	490
A0A3B3ISX9_HUMAN	9544.ENSMMUP00000001024	95.3	0.0	7301
TKT_HUMAN	9606.ENSP00000391481	98.7	0.0	1228
LDHA_HUMAN	9606.ENSP00000445175	100	3.58e-239	659
ANXA6_HUMAN	9606.ENSP00000346550	100	0.0	1311
PROF1_HUMAN	591936.ENSPTEP00000040725	100	5.28e-98	285
CO1A1_HUMAN	9713.A0A2U3YAN9	98.2	4.60e-176	564
BLVRB_HUMAN	9606.ENSP00000263368	100	1.86e-146	413
CSRP1_HUMAN	9606.ENSP00000356275	100	1.01e-148	418
AL1A1_HUMAN	9606.ENSP00000297785	100	0.0	1017
ALDR_HUMAN	9606.ENSP00000285930	100	1.11e-236	650
CAH2_HUMAN	9606.ENSP00000285379	100	7.29e-198	548
A0A3B3ISA6_HUMAN	9606.ENSP00000415941	98.7	0.0	2494
PEBP1_HUMAN	9606.ENSP00000261313	100	1.39e-143	404
ATPB_HUMAN	9606.ENSP00000262030	100	0.0	1009
H12_HUMAN	9606.ENSP00000339566	100	1.23e-71	224
IGHG3_HUMAN	9601.ENSPPYP00000007070	83.9	5.30e-263	727
UCHL1_HUMAN	9606.ENSP00000284440	100	6.43e-160	449
DYHC1_HUMAN	9606.ENSP00000348965	100	0.0	9101
MYL6_HUMAN	51154.ENSCWAP00000007794	100	8.52e-107	308
EF1A2_HUMAN	51338.ENSCCNP00000021185	100	0.0	922
MIME_HUMAN	9606.ENSP00000364711	100	9.24e-211	583
CO1A2_HUMAN	60711.ENSCSAP00000008952	100	1.51e-172	557
ANT3_HUMAN	9606.ENSP00000356671	100	0.0	920
HS90A_HUMAN	9606.ENSP00000335153	100	0.0	1319
PGBM_HUMAN	9606.ENSP00000363827	100	0.0	8545
S10A4_HUMAN	591936.ENSPTEP00000039324	100	1.10e-67	206
PGS1_HUMAN	9606.ENSP00000327336	100	3.21e-244	674
CD9_HUMAN	9606.ENSP00000371958	100	1.20e-162	456
ITIH2_HUMAN	9606.ENSP00000351190	100	0.0	1881
B4E1Z4_HUMAN	9606.ENSP00000410815	100	0.0	2630
PLMN_HUMAN	9606.ENSP00000308938	100	0.0	1759
GSTP1_HUMAN	9606.ENSP00000381607	100	1.16e-151	427
PRTN3_HUMAN	9606.ENSP00000234347	100	1.85e-189	526
PLSL_HUMAN	9606.ENSP00000381581	100	0.0	1258
TBB6_HUMAN	9606.ENSP00000318697	100	0.0	898
ATPA_HUMAN	9606.ENSP00000381736	100	0.0	962
HS71A_HUMAN;HS71B_HUMAN	591936.ENSPTEP00000040563	100	0.0	1235
CALD1_HUMAN	9606.ENSP00000354826	100	0.0	945
CLH1_HUMAN	9749.A0A2Y9LHQ9	100	0.0	3323
TBB1_HUMAN	9606.ENSP00000217133	100	0.0	903
A0A804HKE2_HUMAN	9606.ENSP00000377941	99.1	0.0	1772
SODE_HUMAN	9606.ENSP00000371554	100	1.15e-175	490
LDHB_HUMAN	9555.ENSPANP00000014797	100	7.85e-237	652
APOH_HUMAN	9606.ENSP00000205948	100	1.66e-273	746
A1BG_HUMAN	9606.ENSP00000263100	100	0.0	1005
S10AC_HUMAN	9606.ENSP00000357726	100	9.59e-58	180
TAGL2_HUMAN	9606.ENSP00000357076	100	2.43e-158	444
HSPB1_HUMAN	9541.ENSMFAP00000028168	100	1.26e-148	419
ITB4_HUMAN	9606.ENSP00000200181	100	0.0	3469
BGH3_HUMAN	9606.ENSP00000416330	100	0.0	1332
TALDO_HUMAN	9606.ENSP00000321259	100	2.09e-238	657
AOC3_HUMAN	9606.ENSP00000312326	100	0.0	1540
CO4B_HUMAN	9606.ENSP00000415941	100	0.0	3387
CAV1_HUMAN	591936.ENSPTEP00000022181	100	4.88e-126	359
ANK1_HUMAN	9606.ENSP00000265709	99.3	0.0	2070
COF1_HUMAN	391180.A0A2Y9IRH2	100	2.10e-112	324
CLUS_HUMAN	9606.ENSP00000315130	100	0.0	878
CAP1_HUMAN	9606.ENSP00000361883	100	0.0	883
H2A2B_HUMAN	9940.ENSOARP00000014351	100	4.47e-83	247
COSA1_HUMAN	9606.ENSP00000382356	100	0.0	1096
FHL1_HUMAN	246437.L9J8N6	97.1	1.39e-230	632
BIP_HUMAN	61622.ENSRROP00000008593	100	0.0	1233
CATG_HUMAN	9606.ENSP00000216336	100	2.51e-182	508
G6PI_HUMAN	9606.ENSP00000405573	100	0.0	1134
GDIB_HUMAN	9606.ENSP00000369538	100	0.0	889
ITIH1_HUMAN	9606.ENSP00000273283	100	0.0	1818
MAP1B_HUMAN	9606.ENSP00000296755	100	0.0	3804
CAVN1_HUMAN	9606.ENSP00000349541	100	4.19e-235	653
VTNC_HUMAN	9606.ENSP00000226218	100	0.0	992
CAP7_HUMAN	9606.ENSP00000233997	100	2.24e-183	510
KNG1_HUMAN	9606.ENSP00000493985	100	0.0	1149
PARK7_HUMAN	9555.ENSPANP00000030646	100	1.43e-128	367
ANXA3_HUMAN	9606.ENSP00000264908	100	1.02e-231	639
CNN1_HUMAN	9606.ENSP00000252456	100	6.54e-167	473
